Time(s) RTT(ms)
0.0 0.00184693
3.8244 1.67587 ms
3.82541 1.71639 ms
3.82541 1.71639 ms
3.82541 1.71639 ms
3.82556 1.75184 ms
3.82556 1.75184 ms
3.82556 1.75184 ms
3.8257 1.65786 ms
3.8257 1.65786 ms
3.8257 1.65786 ms
3.82587 1.57563 ms
3.82587 1.57563 ms
3.82587 1.57563 ms
3.82604 1.62867 ms
3.82604 1.62867 ms
3.82604 1.62867 ms
3.82705 1.67509 ms
3.82705 1.67509 ms
3.82705 1.67509 ms
3.82719 1.7157 ms
3.82719 1.7157 ms
3.82719 1.7157 ms
3.82734 1.75124 ms
3.82734 1.75124 ms
3.82734 1.75124 ms
3.8275 1.78233 ms
3.8275 1.78233 ms
3.8275 1.78233 ms
3.82767 1.68454 ms
3.82767 1.68454 ms
3.82767 1.68454 ms
3.82868 1.59897 ms
3.82868 1.59897 ms
3.82868 1.59897 ms
3.82883 1.5241 ms
3.82883 1.5241 ms
3.82883 1.5241 ms
3.82897 1.45859 ms
3.82897 1.45859 ms
3.82897 1.45859 ms
3.82914 1.52626 ms
3.82914 1.52626 ms
3.82914 1.52626 ms
3.82931 1.58548 ms
3.82931 1.58548 ms
3.82931 1.58548 ms
3.83032 1.63729 ms
3.83032 1.63729 ms
3.83032 1.63729 ms
3.83046 1.68263 ms
3.83046 1.68263 ms
3.83046 1.68263 ms
3.8306 1.7223 ms
3.8306 1.7223 ms
3.8306 1.7223 ms
3.83077 1.63201 ms
3.83077 1.63201 ms
3.83077 1.63201 ms
3.83098 1.55301 ms
3.83098 1.55301 ms
3.83098 1.55301 ms
3.83195 1.48389 ms
3.83195 1.48389 ms
3.83195 1.48389 ms
3.83209 1.5484 ms
3.83209 1.5484 ms
3.83209 1.5484 ms
3.83224 1.60485 ms
3.83224 1.60485 ms
3.83224 1.60485 ms
3.83243 1.65424 ms
3.83243 1.65424 ms
3.83243 1.65424 ms
3.83262 1.69746 ms
3.83262 1.69746 ms
3.83262 1.69746 ms
3.83358 1.73528 ms
3.83358 1.73528 ms
3.83358 1.73528 ms
3.83373 1.64337 ms
3.83373 1.64337 ms
3.83373 1.64337 ms
3.8339 1.56295 ms
3.8339 1.56295 ms
3.8339 1.56295 ms
3.83407 1.61758 ms
3.83407 1.61758 ms
3.83407 1.61758 ms
3.83428 1.66538 ms
3.83428 1.66538 ms
3.83428 1.66538 ms
3.83522 1.70721 ms
3.83522 1.70721 ms
3.83522 1.70721 ms
3.83539 1.74381 ms
3.83539 1.74381 ms
3.83539 1.74381 ms
3.83553 1.77583 ms
3.83553 1.77583 ms
3.83553 1.77583 ms
3.83572 1.67885 ms
3.83572 1.67885 ms
3.83572 1.67885 ms
3.83592 1.59399 ms
3.83592 1.59399 ms
3.83592 1.59399 ms
3.83688 1.51974 ms
3.83688 1.51974 ms
3.83688 1.51974 ms
3.83702 1.57978 ms
3.83702 1.57978 ms
3.83702 1.57978 ms
3.83719 1.6323 ms
3.83719 1.6323 ms
3.83719 1.6323 ms
3.83736 1.67827 ms
3.83736 1.67827 ms
3.83736 1.67827 ms
3.83755 1.71848 ms
3.83755 1.71848 ms
3.83755 1.71848 ms
3.83851 1.75367 ms
3.83851 1.75367 ms
3.83851 1.75367 ms
3.83868 1.65946 ms
3.83868 1.65946 ms
3.83868 1.65946 ms
3.83882 1.57703 ms
3.83882 1.57703 ms
3.83882 1.57703 ms
3.83899 1.5049 ms
3.83899 1.5049 ms
3.83899 1.5049 ms
3.83918 1.56679 ms
3.83918 1.56679 ms
3.83918 1.56679 ms
3.84017 1.62094 ms
3.84017 1.62094 ms
3.84017 1.62094 ms
3.84031 1.66832 ms
3.84031 1.66832 ms
3.84031 1.66832 ms
3.84046 1.70978 ms
3.84046 1.70978 ms
3.84046 1.70978 ms
3.84063 1.74606 ms
3.84063 1.74606 ms
3.84063 1.74606 ms
3.84082 1.6528 ms
3.84082 1.6528 ms
3.84082 1.6528 ms
3.8418 1.5712 ms
3.8418 1.5712 ms
3.8418 1.5712 ms
3.84195 1.4998 ms
3.84195 1.4998 ms
3.84195 1.4998 ms
3.84209 1.56232 ms
3.84209 1.56232 ms
3.84209 1.56232 ms
3.84226 1.61703 ms
3.84226 1.61703 ms
3.84226 1.61703 ms
3.84245 1.6649 ms
3.84245 1.6649 ms
3.84245 1.6649 ms
3.84344 1.70679 ms
3.84344 1.70679 ms
3.84344 1.70679 ms
3.84358 1.74344 ms
3.84358 1.74344 ms
3.84358 1.74344 ms
3.84373 1.65051 ms
3.84373 1.65051 ms
3.84373 1.65051 ms
3.84389 1.5692 ms
3.84389 1.5692 ms
3.84389 1.5692 ms
3.84409 1.62305 ms
3.84409 1.62305 ms
3.84409 1.62305 ms
3.84507 1.67016 ms
3.84507 1.67016 ms
3.84507 1.67016 ms
3.84522 1.71139 ms
3.84522 1.71139 ms
3.84522 1.71139 ms
3.84536 1.74747 ms
3.84536 1.74747 ms
3.84536 1.74747 ms
3.84553 1.77903 ms
3.84553 1.77903 ms
3.84553 1.77903 ms
3.84575 1.68165 ms
3.84575 1.68165 ms
3.84575 1.68165 ms
3.84671 1.59645 ms
3.84671 1.59645 ms
3.84671 1.59645 ms
3.84685 1.52189 ms
3.84685 1.52189 ms
3.84685 1.52189 ms
3.84699 1.45665 ms
3.84699 1.45665 ms
3.84699 1.45665 ms
3.84719 1.52457 ms
3.84719 1.52457 ms
3.84719 1.52457 ms
3.84738 1.584 ms
3.84738 1.584 ms
3.84738 1.584 ms
3.84834 1.636 ms
3.84834 1.636 ms
3.84834 1.636 ms
3.84848 1.6815 ms
3.84848 1.6815 ms
3.84848 1.6815 ms
3.84865 1.72131 ms
3.84865 1.72131 ms
3.84865 1.72131 ms
3.84882 1.63115 ms
3.84882 1.63115 ms
3.84882 1.63115 ms
3.84904 1.67725 ms
3.84904 1.67725 ms
3.84904 1.67725 ms
3.84997 1.5926 ms
3.84997 1.5926 ms
3.84997 1.5926 ms
3.85014 1.64352 ms
3.85014 1.64352 ms
3.85014 1.64352 ms
3.85029 1.68808 ms
3.85029 1.68808 ms
3.85029 1.68808 ms
3.85048 1.72707 ms
3.85048 1.72707 ms
3.85048 1.72707 ms
3.85067 1.63619 ms
3.85067 1.63619 ms
3.85067 1.63619 ms
3.85163 1.68166 ms
3.85163 1.68166 ms
3.85163 1.68166 ms
3.85178 1.59645 ms
3.85178 1.59645 ms
3.85178 1.59645 ms
3.85195 1.5219 ms
3.85195 1.5219 ms
3.85195 1.5219 ms
3.85211 1.58166 ms
3.85211 1.58166 ms
3.85211 1.58166 ms
3.85231 1.63395 ms
3.85231 1.63395 ms
3.85231 1.63395 ms
3.85327 1.67971 ms
3.85327 1.67971 ms
3.85327 1.67971 ms
3.85344 1.71974 ms
3.85344 1.71974 ms
3.85344 1.71974 ms
3.85358 1.75477 ms
3.85358 1.75477 ms
3.85358 1.75477 ms
3.85375 1.66043 ms
3.85375 1.66043 ms
3.85375 1.66043 ms
3.85394 1.57787 ms
3.85394 1.57787 ms
3.85394 1.57787 ms
3.85493 1.50564 ms
3.85493 1.50564 ms
3.85493 1.50564 ms
3.85507 1.56743 ms
3.85507 1.56743 ms
3.85507 1.56743 ms
3.85521 1.6215 ms
3.85521 1.6215 ms
3.85521 1.6215 ms
3.85538 1.66882 ms
3.85538 1.66882 ms
3.85538 1.66882 ms
3.85557 1.71021 ms
3.85557 1.71021 ms
3.85557 1.71021 ms
3.85656 1.74644 ms
3.85656 1.74644 ms
3.85656 1.74644 ms
3.8567 1.65313 ms
3.8567 1.65313 ms
3.8567 1.65313 ms
3.85685 1.57149 ms
3.85685 1.57149 ms
3.85685 1.57149 ms
3.85702 1.62505 ms
3.85702 1.62505 ms
3.85702 1.62505 ms
3.85721 1.67192 ms
3.85721 1.67192 ms
3.85721 1.67192 ms
3.85819 1.71293 ms
3.85819 1.71293 ms
3.85819 1.71293 ms
3.85834 1.74881 ms
3.85834 1.74881 ms
3.85834 1.74881 ms
3.85848 1.78021 ms
3.85848 1.78021 ms
3.85848 1.78021 ms
3.85865 1.68268 ms
3.85865 1.68268 ms
3.85865 1.68268 ms
3.85884 1.59735 ms
3.85884 1.59735 ms
3.85884 1.59735 ms
3.85983 1.52268 ms
3.85983 1.52268 ms
3.85983 1.52268 ms
3.85997 1.45734 ms
3.85997 1.45734 ms
3.85997 1.45734 ms
3.86012 1.52518 ms
3.86012 1.52518 ms
3.86012 1.52518 ms
3.86028 1.58453 ms
3.86028 1.58453 ms
3.86028 1.58453 ms
3.8605 1.63646 ms
3.8605 1.63646 ms
3.8605 1.63646 ms
3.86146 1.6819 ms
3.86146 1.6819 ms
3.86146 1.6819 ms
3.86161 1.72167 ms
3.86161 1.72167 ms
3.86161 1.72167 ms
3.86175 1.63146 ms
3.86175 1.63146 ms
3.86175 1.63146 ms
3.86194 1.55252 ms
3.86194 1.55252 ms
3.86194 1.55252 ms
3.86213 1.60846 ms
3.86213 1.60846 ms
3.86213 1.60846 ms
3.8631 1.6574 ms
3.8631 1.6574 ms
3.8631 1.6574 ms
3.86324 1.70023 ms
3.86324 1.70023 ms
3.86324 1.70023 ms
3.86341 1.7377 ms
3.86341 1.7377 ms
3.86341 1.7377 ms
3.86358 1.77048 ms
3.86358 1.77048 ms
3.86358 1.77048 ms
3.86379 1.67417 ms
3.86379 1.67417 ms
3.86379 1.67417 ms
3.86473 1.5899 ms
3.86473 1.5899 ms
3.86473 1.5899 ms
3.8649 1.51616 ms
3.8649 1.51616 ms
3.8649 1.51616 ms
3.86504 1.57664 ms
3.86504 1.57664 ms
3.86504 1.57664 ms
3.86524 1.62956 ms
3.86524 1.62956 ms
3.86524 1.62956 ms
3.86543 1.67586 ms
3.86543 1.67586 ms
3.86543 1.67586 ms
3.86639 1.71638 ms
3.86639 1.71638 ms
3.86639 1.71638 ms
3.86653 1.75183 ms
3.86653 1.75183 ms
3.86653 1.75183 ms
3.8667 1.65785 ms
3.8667 1.65785 ms
3.8667 1.65785 ms
3.86687 1.57562 ms
3.86687 1.57562 ms
3.86687 1.57562 ms
3.86706 1.62867 ms
3.86706 1.62867 ms
3.86706 1.62867 ms
3.86802 1.67508 ms
3.86802 1.67508 ms
3.86802 1.67508 ms
3.86819 1.7157 ms
3.86819 1.7157 ms
3.86819 1.7157 ms
3.86834 1.75123 ms
3.86834 1.75123 ms
3.86834 1.75123 ms
3.8685 1.78233 ms
3.8685 1.78233 ms
3.8685 1.78233 ms
3.8687 1.68454 ms
3.8687 1.68454 ms
3.8687 1.68454 ms
3.86968 1.59897 ms
3.86968 1.59897 ms
3.86968 1.59897 ms
3.86983 1.5241 ms
3.86983 1.5241 ms
3.86983 1.5241 ms
3.86997 1.45859 ms
3.86997 1.45859 ms
3.86997 1.45859 ms
3.87014 1.52626 ms
3.87014 1.52626 ms
3.87014 1.52626 ms
3.87033 1.58548 ms
3.87033 1.58548 ms
3.87033 1.58548 ms
3.87132 1.63729 ms
3.87132 1.63729 ms
3.87132 1.63729 ms
3.87146 1.68263 ms
3.87146 1.68263 ms
3.87146 1.68263 ms
3.8716 1.7223 ms
3.8716 1.7223 ms
3.8716 1.7223 ms
3.87177 1.63201 ms
3.87177 1.63201 ms
3.87177 1.63201 ms
3.87196 1.55301 ms
3.87196 1.55301 ms
3.87196 1.55301 ms
3.87295 1.48388 ms
3.87295 1.48388 ms
3.87295 1.48388 ms
3.87309 1.5484 ms
3.87309 1.5484 ms
3.87309 1.5484 ms
3.87324 1.60485 ms
3.87324 1.60485 ms
3.87324 1.60485 ms
3.87341 1.65424 ms
3.87341 1.65424 ms
3.87341 1.65424 ms
3.8736 1.69746 ms
3.8736 1.69746 ms
3.8736 1.69746 ms
3.87458 1.73528 ms
3.87458 1.73528 ms
3.87458 1.73528 ms
3.87473 1.64337 ms
3.87473 1.64337 ms
3.87473 1.64337 ms
3.87487 1.56295 ms
3.87487 1.56295 ms
3.87487 1.56295 ms
3.87504 1.61758 ms
3.87504 1.61758 ms
3.87504 1.61758 ms
3.87526 1.66538 ms
3.87526 1.66538 ms
3.87526 1.66538 ms
3.87622 1.70721 ms
3.87622 1.70721 ms
3.87622 1.70721 ms
3.87636 1.74381 ms
3.87636 1.74381 ms
3.87636 1.74381 ms
3.87651 1.77583 ms
3.87651 1.77583 ms
3.87651 1.77583 ms
3.8767 1.67885 ms
3.8767 1.67885 ms
3.8767 1.67885 ms
3.87689 1.59399 ms
3.87689 1.59399 ms
3.87689 1.59399 ms
3.87785 1.51974 ms
3.87785 1.51974 ms
3.87785 1.51974 ms
3.878 1.45478 ms
3.878 1.45478 ms
3.878 1.45478 ms
3.87816 1.52293 ms
3.87816 1.52293 ms
3.87816 1.52293 ms
3.87833 1.58256 ms
3.87833 1.58256 ms
3.87833 1.58256 ms
3.87855 1.63474 ms
3.87855 1.63474 ms
3.87855 1.63474 ms
3.87949 1.6804 ms
3.87949 1.6804 ms
3.87949 1.6804 ms
3.87965 1.72035 ms
3.87965 1.72035 ms
3.87965 1.72035 ms
3.8798 1.6303 ms
3.8798 1.6303 ms
3.8798 1.6303 ms
3.87999 1.55152 ms
3.87999 1.55152 ms
3.87999 1.55152 ms
3.88018 1.60758 ms
3.88018 1.60758 ms
3.88018 1.60758 ms
3.88114 1.65663 ms
3.88114 1.65663 ms
3.88114 1.65663 ms
3.88129 1.69955 ms
3.88129 1.69955 ms
3.88129 1.69955 ms
3.88146 1.73711 ms
3.88146 1.73711 ms
3.88146 1.73711 ms
3.88162 1.76997 ms
3.88162 1.76997 ms
3.88162 1.76997 ms
3.88182 1.67372 ms
3.88182 1.67372 ms
3.88182 1.67372 ms
3.88278 1.5895 ms
3.88278 1.5895 ms
3.88278 1.5895 ms
3.88295 1.51582 ms
3.88295 1.51582 ms
3.88295 1.51582 ms
3.88309 1.57634 ms
3.88309 1.57634 ms
3.88309 1.57634 ms
3.88326 1.6293 ms
3.88326 1.6293 ms
3.88326 1.6293 ms
3.88345 1.67563 ms
3.88345 1.67563 ms
3.88345 1.67563 ms
3.88444 1.71618 ms
3.88444 1.71618 ms
3.88444 1.71618 ms
3.88458 1.75166 ms
3.88458 1.75166 ms
3.88458 1.75166 ms
3.88472 1.6577 ms
3.88472 1.6577 ms
3.88472 1.6577 ms
3.88489 1.57549 ms
3.88489 1.57549 ms
3.88489 1.57549 ms
3.88509 1.62855 ms
3.88509 1.62855 ms
3.88509 1.62855 ms
3.88607 1.67498 ms
3.88607 1.67498 ms
3.88607 1.67498 ms
3.88621 1.71561 ms
3.88621 1.71561 ms
3.88621 1.71561 ms
3.88636 1.75116 ms
3.88636 1.75116 ms
3.88636 1.75116 ms
3.88653 1.78226 ms
3.88653 1.78226 ms
3.88653 1.78226 ms
3.88672 1.68448 ms
3.88672 1.68448 ms
3.88672 1.68448 ms
3.8877 1.59892 ms
3.8877 1.59892 ms
3.8877 1.59892 ms
3.88785 1.52405 ms
3.88785 1.52405 ms
3.88785 1.52405 ms
3.88799 1.45855 ms
3.88799 1.45855 ms
3.88799 1.45855 ms
3.88816 1.52623 ms
3.88816 1.52623 ms
3.88816 1.52623 ms
3.88835 1.58545 ms
3.88835 1.58545 ms
3.88835 1.58545 ms
3.88934 1.63727 ms
3.88934 1.63727 ms
3.88934 1.63727 ms
3.88948 1.68261 ms
3.88948 1.68261 ms
3.88948 1.68261 ms
3.88963 1.72228 ms
3.88963 1.72228 ms
3.88963 1.72228 ms
3.8898 1.632 ms
3.8898 1.632 ms
3.8898 1.632 ms
3.89001 1.678 ms
3.89001 1.678 ms
3.89001 1.678 ms
3.89097 1.59325 ms
3.89097 1.59325 ms
3.89097 1.59325 ms
3.89112 1.64409 ms
3.89112 1.64409 ms
3.89112 1.64409 ms
3.89126 1.68858 ms
3.89126 1.68858 ms
3.89126 1.68858 ms
3.89145 1.7275 ms
3.89145 1.7275 ms
3.89145 1.7275 ms
3.89165 1.63657 ms
3.89165 1.63657 ms
3.89165 1.63657 ms
3.89261 1.68199 ms
3.89261 1.68199 ms
3.89261 1.68199 ms
3.89275 1.59674 ms
3.89275 1.59674 ms
3.89275 1.59674 ms
3.89292 1.52215 ms
3.89292 1.52215 ms
3.89292 1.52215 ms
3.89309 1.58188 ms
3.89309 1.58188 ms
3.89309 1.58188 ms
3.8933 1.63415 ms
3.8933 1.63415 ms
3.8933 1.63415 ms
3.89424 1.67988 ms
3.89424 1.67988 ms
3.89424 1.67988 ms
3.89441 1.71989 ms
3.89441 1.71989 ms
3.89441 1.71989 ms
3.89455 1.7549 ms
3.89455 1.7549 ms
3.89455 1.7549 ms
3.89475 1.66054 ms
3.89475 1.66054 ms
3.89475 1.66054 ms
3.89495 1.57797 ms
3.89495 1.57797 ms
3.89495 1.57797 ms
3.8959 1.50573 ms
3.8959 1.50573 ms
3.8959 1.50573 ms
3.89604 1.56751 ms
3.89604 1.56751 ms
3.89604 1.56751 ms
3.89621 1.62157 ms
3.89621 1.62157 ms
3.89621 1.62157 ms
3.89638 1.66887 ms
3.89638 1.66887 ms
3.89638 1.66887 ms
3.8966 1.71026 ms
3.8966 1.71026 ms
3.8966 1.71026 ms
3.89753 1.74648 ms
3.89753 1.74648 ms
3.89753 1.74648 ms
3.8977 1.65317 ms
3.8977 1.65317 ms
3.8977 1.65317 ms
3.89785 1.57152 ms
3.89785 1.57152 ms
3.89785 1.57152 ms
3.89801 1.62508 ms
3.89801 1.62508 ms
3.89801 1.62508 ms
3.89825 1.67195 ms
3.89825 1.67195 ms
3.89825 1.67195 ms
3.89919 1.71295 ms
3.89919 1.71295 ms
3.89919 1.71295 ms
3.89934 1.74883 ms
3.89934 1.74883 ms
3.89934 1.74883 ms
3.89948 1.78023 ms
3.89948 1.78023 ms
3.89948 1.78023 ms
3.89965 1.6827 ms
3.89965 1.6827 ms
3.89965 1.6827 ms
3.89991 1.59736 ms
3.89991 1.59736 ms
3.89991 1.59736 ms
3.90083 1.52269 ms
3.90083 1.52269 ms
3.90083 1.52269 ms
3.90097 1.45735 ms
3.90097 1.45735 ms
3.90097 1.45735 ms
3.90111 1.52518 ms
3.90111 1.52518 ms
3.90111 1.52518 ms
3.90128 1.58454 ms
3.90128 1.58454 ms
3.90128 1.58454 ms
3.90157 1.63647 ms
3.90157 1.63647 ms
3.90157 1.63647 ms
3.90246 1.68191 ms
3.90246 1.68191 ms
3.90246 1.68191 ms
3.90264 1.72167 ms
3.90264 1.72167 ms
3.90264 1.72167 ms
3.90275 1.63146 ms
3.90275 1.63146 ms
3.90275 1.63146 ms
3.90292 1.55253 ms
3.90292 1.55253 ms
3.90292 1.55253 ms
3.90323 1.60846 ms
3.90323 1.60846 ms
3.90323 1.60846 ms
3.90414 1.6574 ms
3.90414 1.6574 ms
3.90414 1.6574 ms
3.90429 1.70023 ms
3.90429 1.70023 ms
3.90429 1.70023 ms
3.90438 1.7377 ms
3.90438 1.7377 ms
3.90438 1.7377 ms
3.90455 1.77049 ms
3.90455 1.77049 ms
3.90455 1.77049 ms
3.90486 1.67417 ms
3.90486 1.67417 ms
3.90486 1.67417 ms
3.90578 1.5899 ms
3.90578 1.5899 ms
3.90578 1.5899 ms
3.90596 1.51616 ms
3.90596 1.51616 ms
3.90596 1.51616 ms
3.90602 1.57664 ms
3.90602 1.57664 ms
3.90602 1.57664 ms
3.90621 1.62956 ms
3.90621 1.62956 ms
3.90621 1.62956 ms
3.90652 1.67587 ms
3.90652 1.67587 ms
3.90652 1.67587 ms
3.90746 1.71638 ms
3.90746 1.71638 ms
3.90746 1.71638 ms
3.90763 1.75184 ms
3.90763 1.75184 ms
3.90763 1.75184 ms
3.90768 1.65785 ms
3.90768 1.65785 ms
3.90768 1.65785 ms
3.90784 1.57562 ms
3.90784 1.57562 ms
3.90784 1.57562 ms
3.90816 1.62867 ms
3.90816 1.62867 ms
3.90816 1.62867 ms
3.90912 1.67509 ms
3.90912 1.67509 ms
3.90912 1.67509 ms
3.90926 1.7157 ms
3.90926 1.7157 ms
3.90926 1.7157 ms
3.90931 1.75124 ms
3.90931 1.75124 ms
3.90931 1.75124 ms
3.9095 1.78233 ms
3.9095 1.78233 ms
3.9095 1.78233 ms
3.90979 1.68454 ms
3.90979 1.68454 ms
3.90979 1.68454 ms
3.91075 1.59897 ms
3.91075 1.59897 ms
3.91075 1.59897 ms
3.91092 1.5241 ms
3.91092 1.5241 ms
3.91092 1.5241 ms
3.91097 1.45859 ms
3.91097 1.45859 ms
3.91097 1.45859 ms
3.91114 1.52626 ms
3.91114 1.52626 ms
3.91114 1.52626 ms
3.91142 1.58548 ms
3.91142 1.58548 ms
3.91142 1.58548 ms
3.91241 1.63729 ms
3.91241 1.63729 ms
3.91241 1.63729 ms
3.91255 1.68263 ms
3.91255 1.68263 ms
3.91255 1.68263 ms
3.9126 1.7223 ms
3.9126 1.7223 ms
3.9126 1.7223 ms
3.91277 1.63201 ms
3.91277 1.63201 ms
3.91277 1.63201 ms
3.91306 1.67801 ms
3.91306 1.67801 ms
3.91306 1.67801 ms
3.91404 1.71826 ms
3.91404 1.71826 ms
3.91404 1.71826 ms
3.91419 1.75348 ms
3.91419 1.75348 ms
3.91419 1.75348 ms
3.91424 1.78429 ms
3.91424 1.78429 ms
3.91424 1.78429 ms
3.9144 1.81126 ms
3.9144 1.81126 ms
3.9144 1.81126 ms
3.91469 1.70985 ms
3.91469 1.70985 ms
3.91469 1.70985 ms
3.91568 1.62112 ms
3.91568 1.62112 ms
3.91568 1.62112 ms
3.91582 1.54348 ms
3.91582 1.54348 ms
3.91582 1.54348 ms
3.91587 1.47554 ms
3.91587 1.47554 ms
3.91587 1.47554 ms
3.91604 1.5411 ms
3.91604 1.5411 ms
3.91604 1.5411 ms
3.91633 1.59846 ms
3.91633 1.59846 ms
3.91633 1.59846 ms
3.91731 1.64865 ms
3.91731 1.64865 ms
3.91731 1.64865 ms
3.91746 1.69257 ms
3.91746 1.69257 ms
3.91746 1.69257 ms
3.9175 1.731 ms
3.9175 1.731 ms
3.9175 1.731 ms
3.91767 1.63962 ms
3.91767 1.63962 ms
3.91767 1.63962 ms
3.91799 1.55967 ms
3.91799 1.55967 ms
3.91799 1.55967 ms
3.91895 1.48971 ms
3.91895 1.48971 ms
3.91895 1.48971 ms
3.91909 1.5535 ms
3.91909 1.5535 ms
3.91909 1.5535 ms
3.91914 1.60931 ms
3.91914 1.60931 ms
3.91914 1.60931 ms
3.91931 1.65815 ms
3.91931 1.65815 ms
3.91931 1.65815 ms
3.91962 1.70088 ms
3.91962 1.70088 ms
3.91962 1.70088 ms
3.92058 1.73827 ms
3.92058 1.73827 ms
3.92058 1.73827 ms
3.92072 1.64598 ms
3.92072 1.64598 ms
3.92072 1.64598 ms
3.92077 1.56523 ms
3.92077 1.56523 ms
3.92077 1.56523 ms
3.92097 1.49458 ms
3.92097 1.49458 ms
3.92097 1.49458 ms
3.92128 1.55776 ms
3.92128 1.55776 ms
3.92128 1.55776 ms
3.92221 1.61304 ms
3.92221 1.61304 ms
3.92221 1.61304 ms
3.92238 1.66141 ms
3.92238 1.66141 ms
3.92238 1.66141 ms
3.92243 1.70373 ms
3.92243 1.70373 ms
3.92243 1.70373 ms
3.9226 1.74076 ms
3.9226 1.74076 ms
3.9226 1.74076 ms
3.92291 1.64817 ms
3.92291 1.64817 ms
3.92291 1.64817 ms
3.92387 1.56715 ms
3.92387 1.56715 ms
3.92387 1.56715 ms
3.92402 1.62125 ms
3.92402 1.62125 ms
3.92402 1.62125 ms
3.92407 1.6686 ms
3.92407 1.6686 ms
3.92407 1.6686 ms
3.92426 1.71002 ms
3.92426 1.71002 ms
3.92426 1.71002 ms
3.92455 1.74627 ms
3.92455 1.74627 ms
3.92455 1.74627 ms
3.92551 1.77798 ms
3.92551 1.77798 ms
3.92551 1.77798 ms
3.92568 1.68074 ms
3.92568 1.68074 ms
3.92568 1.68074 ms
3.92572 1.59564 ms
3.92572 1.59564 ms
3.92572 1.59564 ms
3.92589 1.52119 ms
3.92589 1.52119 ms
3.92589 1.52119 ms
3.92618 1.58104 ms
3.92618 1.58104 ms
3.92618 1.58104 ms
3.92717 1.63341 ms
3.92717 1.63341 ms
3.92717 1.63341 ms
3.92731 1.67923 ms
3.92731 1.67923 ms
3.92731 1.67923 ms
3.92736 1.71933 ms
3.92736 1.71933 ms
3.92736 1.71933 ms
3.92753 1.75441 ms
3.92753 1.75441 ms
3.92753 1.75441 ms
3.92781 1.66011 ms
3.92781 1.66011 ms
3.92781 1.66011 ms
3.9288 1.5776 ms
3.9288 1.5776 ms
3.9288 1.5776 ms
3.92894 1.5054 ms
3.92894 1.5054 ms
3.92894 1.5054 ms
3.92899 1.44222 ms
3.92899 1.44222 ms
3.92899 1.44222 ms
3.92916 1.51194 ms
3.92916 1.51194 ms
3.92916 1.51194 ms
3.92945 1.57295 ms
3.92945 1.57295 ms
3.92945 1.57295 ms
3.93043 1.62633 ms
3.93043 1.62633 ms
3.93043 1.62633 ms
3.93058 1.67304 ms
3.93058 1.67304 ms
3.93058 1.67304 ms
3.93063 1.71391 ms
3.93063 1.71391 ms
3.93063 1.71391 ms
3.93079 1.62467 ms
3.93079 1.62467 ms
3.93079 1.62467 ms
3.93108 1.67159 ms
3.93108 1.67159 ms
3.93108 1.67159 ms
3.93207 1.71264 ms
3.93207 1.71264 ms
3.93207 1.71264 ms
3.93221 1.74856 ms
3.93221 1.74856 ms
3.93221 1.74856 ms
3.93226 1.77999 ms
3.93226 1.77999 ms
3.93226 1.77999 ms
3.93243 1.80749 ms
3.93243 1.80749 ms
3.93243 1.80749 ms
3.93274 1.70655 ms
3.93274 1.70655 ms
3.93274 1.70655 ms
3.9337 1.61823 ms
3.9337 1.61823 ms
3.9337 1.61823 ms
3.93385 1.54095 ms
3.93385 1.54095 ms
3.93385 1.54095 ms
3.93389 1.47333 ms
3.93389 1.47333 ms
3.93389 1.47333 ms
3.93406 1.53917 ms
3.93406 1.53917 ms
3.93406 1.53917 ms
3.93439 1.59677 ms
3.93439 1.59677 ms
3.93439 1.59677 ms
3.93534 1.64717 ms
3.93534 1.64717 ms
3.93534 1.64717 ms
3.93548 1.69128 ms
3.93548 1.69128 ms
3.93548 1.69128 ms
3.93553 1.72987 ms
3.93553 1.72987 ms
3.93553 1.72987 ms
3.93572 1.63863 ms
3.93572 1.63863 ms
3.93572 1.63863 ms
3.93606 1.6838 ms
3.93606 1.6838 ms
3.93606 1.6838 ms
3.93697 1.59833 ms
3.93697 1.59833 ms
3.93697 1.59833 ms
3.93714 1.64854 ms
3.93714 1.64854 ms
3.93714 1.64854 ms
3.93719 1.69247 ms
3.93719 1.69247 ms
3.93719 1.69247 ms
3.93736 1.73091 ms
3.93736 1.73091 ms
3.93736 1.73091 ms
3.93769 1.63955 ms
3.93769 1.63955 ms
3.93769 1.63955 ms
3.93863 1.6846 ms
3.93863 1.6846 ms
3.93863 1.6846 ms
3.93877 1.59903 ms
3.93877 1.59903 ms
3.93877 1.59903 ms
3.93882 1.52415 ms
3.93882 1.52415 ms
3.93882 1.52415 ms
3.93901 1.58363 ms
3.93901 1.58363 ms
3.93901 1.58363 ms
3.93933 1.63567 ms
3.93933 1.63567 ms
3.93933 1.63567 ms
3.94026 1.68121 ms
3.94026 1.68121 ms
3.94026 1.68121 ms
3.94043 1.72106 ms
3.94043 1.72106 ms
3.94043 1.72106 ms
3.94048 1.75593 ms
3.94048 1.75593 ms
3.94048 1.75593 ms
3.94065 1.66144 ms
3.94065 1.66144 ms
3.94065 1.66144 ms
3.94096 1.57876 ms
3.94096 1.57876 ms
3.94096 1.57876 ms
3.94192 1.50641 ms
3.94192 1.50641 ms
3.94192 1.50641 ms
3.94207 1.56811 ms
3.94207 1.56811 ms
3.94207 1.56811 ms
3.94211 1.6221 ms
3.94211 1.6221 ms
3.94211 1.6221 ms
3.94228 1.66933 ms
