Time(s) RTT(ms)
0.0 0.00184693
1.36022 1.77724 ms
1.36096 1.68008 ms
1.361 1.72007 ms
1.36115 1.75506 ms
1.36168 1.66068 ms
1.36188 1.57809 ms
1.36261 1.63083 ms
1.36266 1.55198 ms
1.36279 1.48298 ms
1.36334 1.54761 ms
1.36353 1.60416 ms
1.36425 1.65364 ms
1.36432 1.69693 ms
1.36444 1.73481 ms
1.36499 1.64296 ms
1.36519 1.68759 ms
1.36591 1.60164 ms
1.36596 1.52644 ms
1.3661 1.58563 ms
1.36665 1.63743 ms
1.36682 1.55775 ms
1.36757 1.61303 ms
1.36761 1.6614 ms
1.36773 1.57872 ms
1.36829 1.63138 ms
1.36848 1.67746 ms
1.3692 1.71778 ms
1.36926 1.75305 ms
1.3694 1.78392 ms
1.36994 1.68593 ms
1.37011 1.72519 ms
1.37085 1.63454 ms
1.37093 1.55522 ms
1.37107 1.61082 ms
1.37158 1.65947 ms
1.37175 1.57703 ms
1.3725 1.6299 ms
1.37259 1.67616 ms
1.37271 1.59164 ms
1.37321 1.64269 ms
1.37338 1.68735 ms
1.37416 1.72643 ms
1.37422 1.76063 ms
1.37437 1.79055 ms
1.37485 1.69173 ms
1.37504 1.73026 ms
1.37583 1.63898 ms
1.37588 1.55911 ms
1.376 1.61422 ms
1.37649 1.66244 ms
1.3767 1.57964 ms
1.37747 1.63218 ms
1.37751 1.67816 ms
1.37763 1.59339 ms
1.37814 1.64421 ms
1.37833 1.68869 ms
1.3791 1.7276 ms
1.37915 1.76165 ms
1.37927 1.79144 ms
1.3798 1.69251 ms
1.37998 1.60595 ms
1.38073 1.5302 ms
1.38078 1.46393 ms
1.3809 1.40594 ms
1.38143 1.48019 ms
1.38165 1.54517 ms
1.38237 1.60202 ms
1.38244 1.65177 ms
1.38255 1.6953 ms
1.3831 1.73338 ms
1.38331 1.76671 ms
1.384 1.79587 ms
1.3841 1.82139 ms
1.3842 1.84371 ms
1.38477 1.73825 ms
1.38494 1.64597 ms
1.38566 1.56522 ms
1.38576 1.49457 ms
1.38585 1.43275 ms
1.38641 1.50365 ms
1.3866 1.5657 ms
1.38731 1.61998 ms
1.38742 1.66749 ms
1.38749 1.70905 ms
1.38805 1.74542 ms
1.38823 1.77724 ms
1.38895 1.68009 ms
1.38909 1.72007 ms
1.38915 1.75506 ms
1.3897 1.66068 ms
1.38987 1.57809 ms
1.39061 1.63083 ms
1.39073 1.55198 ms
1.3908 1.48298 ms
1.39133 1.54761 ms
1.3915 1.60416 ms
1.39226 1.65364 ms
1.39239 1.69693 ms
1.39246 1.73481 ms
1.39297 1.64296 ms
1.39316 1.68759 ms
1.3939 1.60164 ms
1.39405 1.65144 ms
1.39412 1.69501 ms
1.39463 1.73313 ms
1.39479 1.64149 ms
1.39557 1.6863 ms
1.39571 1.60051 ms
1.39575 1.52545 ms
1.39626 1.58477 ms
1.39645 1.63667 ms
1.39722 1.68209 ms
1.39736 1.72183 ms
1.39739 1.7566 ms
1.39792 1.66202 ms
1.39811 1.70427 ms
1.39885 1.61623 ms
1.39902 1.6642 ms
1.39905 1.70618 ms
1.39956 1.74291 ms
1.39974 1.65004 ms
1.40051 1.69379 ms
1.40066 1.60706 ms
1.40068 1.53118 ms
1.40121 1.58978 ms
1.4014 1.64106 ms
1.40215 1.68593 ms
1.40232 1.72518 ms
1.40234 1.75954 ms
1.40287 1.66459 ms
1.40304 1.70652 ms
1.40381 1.6182 ms
1.40395 1.54093 ms
1.40397 1.47331 ms
1.4045 1.53915 ms
1.40471 1.47175 ms
1.40544 1.53778 ms
1.40558 1.59556 ms
1.40562 1.64611 ms
1.40615 1.69035 ms
1.40638 1.72906 ms
1.40707 1.76292 ms
1.40725 1.79256 ms
1.40729 1.81849 ms
1.40781 1.71618 ms
1.40801 1.75165 ms
1.40876 1.6577 ms
1.4089 1.57548 ms
1.40892 1.50355 ms
1.40947 1.5656 ms
1.40967 1.4949 ms
1.41039 1.55804 ms
1.41053 1.61328 ms
1.41056 1.66162 ms
1.41114 1.70392 ms
1.4113 1.74093 ms
1.41202 1.77331 ms
1.41217 1.80165 ms
1.4122 1.82644 ms
1.41277 1.72314 ms
1.41294 1.63274 ms
1.41366 1.55365 ms
1.41383 1.48444 ms
1.41385 1.42389 ms
1.4144 1.4959 ms
1.41457 1.55891 ms
1.41532 1.61405 ms
1.41549 1.66229 ms
1.41551 1.7045 ms
1.41604 1.74144 ms
1.41622 1.77376 ms
1.41698 1.67704 ms
1.41714 1.71741 ms
1.41717 1.75273 ms
1.41767 1.65864 ms
1.41786 1.57631 ms
1.41863 1.62927 ms
1.41879 1.55061 ms
1.41883 1.48178 ms
1.41933 1.54656 ms
1.41952 1.60324 ms
1.42029 1.65284 ms
1.42044 1.69623 ms
1.42046 1.7342 ms
1.42098 1.64242 ms
1.42116 1.68712 ms
1.42193 1.60123 ms
1.42207 1.65108 ms
1.42209 1.69469 ms
1.42262 1.73285 ms
1.4228 1.64125 ms
1.42356 1.68609 ms
1.4237 1.60033 ms
1.42373 1.52529 ms
1.42426 1.58463 ms
1.42446 1.63655 ms
1.42519 1.68198 ms
1.42535 1.72173 ms
1.42539 1.75651 ms
1.42591 1.66195 ms
1.42612 1.7042 ms
1.42685 1.61618 ms
1.427 1.53916 ms
1.42703 1.59676 ms
1.42757 1.64716 ms
1.42777 1.56627 ms
1.42849 1.62049 ms
1.42865 1.66792 ms
1.42868 1.58443 ms
1.42923 1.63638 ms
1.42942 1.68183 ms
1.43014 1.7216 ms
1.43031 1.7564 ms
1.43034 1.78685 ms
1.43089 1.68849 ms
1.43106 1.72743 ms
1.4318 1.6365 ms
1.43195 1.55694 ms
1.43197 1.48732 ms
1.43252 1.55141 ms
1.43269 1.48248 ms
1.43344 1.54717 ms
1.43358 1.60377 ms
1.43361 1.6533 ms
1.43416 1.69664 ms
1.43435 1.73456 ms
1.43507 1.76774 ms
1.43524 1.79677 ms
1.43526 1.82217 ms
1.43582 1.7194 ms
1.43598 1.62948 ms
1.43673 1.55079 ms
1.43687 1.48194 ms
1.4369 1.4217 ms
1.43745 1.49398 ms
1.43764 1.55724 ms
1.43836 1.61258 ms
1.43851 1.66101 ms
1.43853 1.70338 ms
1.43911 1.74046 ms
1.43928 1.7729 ms
1.44 1.67629 ms
1.44014 1.71675 ms
1.4402 1.75216 ms
1.44074 1.65814 ms
1.44093 1.57587 ms
1.44164 1.62889 ms
1.44178 1.55028 ms
1.44187 1.48149 ms
1.44239 1.5463 ms
1.44259 1.60301 ms
1.44329 1.65264 ms
1.44341 1.69606 ms
1.44355 1.73405 ms
1.44406 1.76729 ms
1.44423 1.79638 ms
1.44495 1.69683 ms
1.44506 1.73473 ms
1.44519 1.76789 ms
1.44569 1.6719 ms
1.44586 1.58791 ms
1.44661 1.63942 ms
1.44669 1.55949 ms
1.44683 1.48956 ms
1.44733 1.55336 ms
1.4475 1.60919 ms
1.44824 1.65804 ms
1.44834 1.70079 ms
1.4485 1.73819 ms
1.44896 1.64591 ms
1.44913 1.69017 ms
1.44987 1.6039 ms
1.44999 1.52841 ms
1.45014 1.58736 ms
1.4506 1.63894 ms
1.45076 1.55907 ms
1.45153 1.61419 ms
1.45163 1.66241 ms
1.45177 1.57961 ms
1.45223 1.63216 ms
1.45242 1.67814 ms
1.45317 1.71837 ms
1.45326 1.75357 ms
1.45341 1.78438 ms
1.45389 1.68633 ms
1.45406 1.72554 ms
1.4548 1.63485 ms
1.4549 1.55549 ms
1.45504 1.61105 ms
1.45552 1.65967 ms
1.45569 1.57721 ms
1.45645 1.63006 ms
1.45653 1.6763 ms
1.45668 1.59176 ms
1.45716 1.64279 ms
1.45735 1.68744 ms
1.45808 1.72651 ms
1.45817 1.7607 ms
1.45833 1.79061 ms
1.45881 1.69178 ms
1.45898 1.60531 ms
1.45972 1.52965 ms
1.45982 1.46344 ms
1.45997 1.40551 ms
1.46045 1.47982 ms
1.46062 1.54484 ms
1.46136 1.60174 ms
1.46146 1.65152 ms
1.4616 1.69508 ms
1.46208 1.73319 ms
1.46225 1.76654 ms
1.463 1.67073 ms
1.46309 1.71189 ms
1.46326 1.7479 ms
1.46372 1.65441 ms
1.46389 1.57261 ms
1.46463 1.62603 ms
1.46475 1.54778 ms
1.46489 1.47931 ms
1.46535 1.54439 ms
1.46552 1.60134 ms
1.46628 1.65117 ms
1.46638 1.69478 ms
1.46653 1.73293 ms
1.46699 1.64131 ms
1.46718 1.68615 ms
1.46791 1.60038 ms
1.46802 1.65033 ms
1.46816 1.69404 ms
1.46864 1.73228 ms
1.46881 1.64075 ms
1.46956 1.68565 ms
1.46965 1.59995 ms
1.4698 1.52495 ms
1.47028 1.58433 ms
1.47045 1.63629 ms
1.4712 1.68175 ms
1.47129 1.72153 ms
1.47143 1.75634 ms
1.47191 1.6618 ms
1.4721 1.70407 ms
1.47284 1.61606 ms
1.47292 1.53906 ms
1.47309 1.59667 ms
1.47357 1.64709 ms
1.47374 1.5662 ms
1.47447 1.62043 ms
1.47458 1.66787 ms
1.47472 1.58439 ms
1.4752 1.63634 ms
1.47537 1.6818 ms
1.47612 1.72157 ms
1.47621 1.75637 ms
1.47636 1.78683 ms
1.47684 1.68847 ms
1.47701 1.72741 ms
1.47775 1.63649 ms
1.47785 1.55693 ms
1.47802 1.61231 ms
1.47847 1.66077 ms
1.47864 1.57817 ms
1.47939 1.6309 ms
1.47951 1.67704 ms
1.47965 1.59241 ms
1.48011 1.64336 ms
1.48028 1.68794 ms
1.48103 1.72694 ms
1.48114 1.76108 ms
1.48128 1.79094 ms
1.48174 1.69207 ms
1.48193 1.60556 ms
1.48267 1.52987 ms
1.48277 1.46363 ms
1.48292 1.40568 ms
1.4834 1.47997 ms
1.48357 1.54497 ms
1.48431 1.60185 ms
1.48441 1.65162 ms
1.48455 1.69517 ms
1.48503 1.73327 ms
1.4852 1.76661 ms
1.48596 1.67078 ms
1.48604 1.71193 ms
1.48619 1.74794 ms
1.48667 1.65445 ms
1.48686 1.57264 ms
1.48759 1.62606 ms
1.48768 1.5478 ms
1.48785 1.47933 ms
1.48833 1.54441 ms
1.48849 1.60136 ms
1.48923 1.65119 ms
1.48934 1.69479 ms
1.48948 1.73294 ms
1.48996 1.64132 ms
1.49013 1.68616 ms
1.49087 1.60039 ms
1.49097 1.52534 ms
1.49111 1.58467 ms
1.49159 1.63659 ms
1.49176 1.55701 ms
1.49251 1.61239 ms
1.4926 1.66084 ms
1.49277 1.57823 ms
1.49323 1.63095 ms
1.4934 1.67708 ms
1.49414 1.71745 ms
1.49426 1.75277 ms
1.49441 1.78367 ms
1.49486 1.68571 ms
1.49503 1.725 ms
1.49579 1.63437 ms
1.4959 1.55507 ms
1.49604 1.61069 ms
1.4965 1.65935 ms
1.49669 1.57693 ms
1.49742 1.62982 ms
1.49753 1.67609 ms
1.49767 1.59158 ms
1.49816 1.64263 ms
1.49832 1.6873 ms
1.49907 1.72639 ms
1.49916 1.76059 ms
1.49931 1.79051 ms
1.49979 1.6917 ms
1.49996 1.60524 ms
1.50071 1.52958 ms
1.5008 1.46338 ms
1.50094 1.40546 ms
1.50142 1.47978 ms
1.50162 1.5448 ms
1.50235 1.6017 ms
1.50243 1.65149 ms
1.5026 1.69505 ms
1.50308 1.73317 ms
1.50325 1.76652 ms
1.50398 1.67071 ms
1.50409 1.71187 ms
1.50424 1.74788 ms
1.50472 1.6544 ms
1.50488 1.5726 ms
1.50563 1.62602 ms
1.50573 1.54777 ms
1.50587 1.4793 ms
1.50635 1.54439 ms
1.50652 1.60134 ms
1.50726 1.65117 ms
1.50736 1.69477 ms
1.50754 1.73293 ms
1.50798 1.64131 ms
1.50815 1.68615 ms
1.5089 1.60038 ms
1.50902 1.65033 ms
1.5092 1.69404 ms
1.50962 1.73228 ms
1.50979 1.64075 ms
1.51054 1.68565 ms
1.51065 1.59994 ms
1.51087 1.52495 ms
1.51125 1.58433 ms
1.51144 1.63629 ms
1.51218 1.68175 ms
1.51232 1.72153 ms
1.51253 1.75634 ms
1.51291 1.6618 ms
1.51308 1.70407 ms
1.51382 1.61606 ms
1.51399 1.53905 ms
1.51418 1.59667 ms
1.51454 1.64709 ms
1.51471 1.5662 ms
1.51548 1.62043 ms
1.51564 1.66787 ms
1.51584 1.58439 ms
1.51618 1.63634 ms
1.51637 1.6818 ms
1.51713 1.72157 ms
1.51731 1.75637 ms
1.51748 1.78683 ms
1.51784 1.68847 ms
1.51801 1.72741 ms
1.5188 1.63649 ms
1.51894 1.55693 ms
1.51911 1.61231 ms
1.51947 1.66077 ms
1.51964 1.57817 ms
1.52043 1.6309 ms
1.52058 1.67704 ms
1.52077 1.59241 ms
1.52111 1.64336 ms
1.52127 1.68794 ms
1.52207 1.72694 ms
1.52224 1.76108 ms
1.5224 1.79094 ms
1.52274 1.69207 ms
1.52291 1.60556 ms
1.52373 1.52987 ms
1.52387 1.46363 ms
1.52404 1.53068 ms
1.52437 1.58934 ms
1.52454 1.64067 ms
1.52536 1.68559 ms
1.5255 1.72489 ms
1.52567 1.63428 ms
1.52601 1.67999 ms
1.5262 1.71999 ms
1.52699 1.62999 ms
1.52714 1.67624 ms
1.52731 1.71671 ms
1.52767 1.62712 ms
1.52783 1.54873 ms
1.52863 1.60514 ms
1.52877 1.5295 ms
1.52894 1.46331 ms
1.5293 1.53039 ms
1.52947 1.58909 ms
1.53026 1.64046 ms
1.53041 1.6854 ms
1.5306 1.72472 ms
1.53093 1.63413 ms
1.53113 1.67987 ms
1.5319 1.59488 ms
1.53206 1.64552 ms
1.53223 1.68983 ms
1.53259 1.7286 ms
1.53276 1.63753 ms
1.53355 1.68283 ms
1.5337 1.59748 ms
1.53387 1.52279 ms
1.53423 1.58245 ms
1.5344 1.63464 ms
1.53519 1.68031 ms
1.53533 1.72027 ms
1.53552 1.75524 ms
1.53586 1.66083 ms
1.53603 1.70323 ms
1.53682 1.61532 ms
1.53699 1.53841 ms
1.53716 1.59611 ms
1.5375 1.64659 ms
1.53766 1.56577 ms
1.53848 1.62005 ms
1.53862 1.66754 ms
1.53879 1.5841 ms
1.53913 1.63609 ms
1.53933 1.68157 ms
1.54011 1.72138 ms
1.54026 1.7562 ms
1.54043 1.78668 ms
1.54078 1.68834 ms
1.541 1.7273 ms
1.54175 1.63639 ms
1.54189 1.55684 ms
1.54206 1.61223 ms
1.54243 1.6607 ms
1.54264 1.57811 ms
1.54338 1.63085 ms
1.54353 1.67699 ms
1.5437 1.59237 ms
1.54409 1.64332 ms
1.5443 1.68791 ms
1.54502 1.72692 ms
1.54516 1.76105 ms
1.54535 1.79092 ms
1.54574 1.69206 ms
1.54595 1.60555 ms
1.54665 1.52985 ms
1.54682 1.46362 ms
1.54699 1.40567 ms
1.5474 1.47996 ms
1.54761 1.54496 ms
1.54831 1.60184 ms
1.54847 1.65161 ms
1.54863 1.69516 ms
1.54905 1.73326 ms
1.54925 1.76661 ms
1.54994 1.67078 ms
1.55012 1.71193 ms
1.55028 1.74794 ms
1.55071 1.65445 ms
1.55088 1.57264 ms
1.55158 1.62606 ms
1.55178 1.5478 ms
1.55194 1.47933 ms
1.55235 1.54441 ms
1.55252 1.60136 ms
1.55324 1.65119 ms
1.55344 1.69479 ms
1.5536 1.73294 ms
1.55398 1.64132 ms
1.55417 1.68616 ms
1.55489 1.60039 ms
1.5551 1.65034 ms
1.55526 1.69404 ms
1.55564 1.73229 ms
1.55581 1.64075 ms
1.55655 1.68566 ms
1.55675 1.59995 ms
1.55691 1.52496 ms
1.55727 1.58434 ms
1.55744 1.63629 ms
1.55821 1.68176 ms
1.5584 1.72154 ms
1.55857 1.75634 ms
1.55891 1.6618 ms
1.5591 1.70408 ms
1.55987 1.61606 ms
1.56006 1.66406 ms
1.56021 1.70605 ms
1.56057 1.74279 ms
1.56073 1.64994 ms
1.56153 1.6937 ms
1.5617 1.60699 ms
1.56184 1.53111 ms
1.5622 1.58972 ms
1.56237 1.64101 ms
1.56316 1.68588 ms
1.56333 1.72514 ms
1.5635 1.7595 ms
1.56383 1.66456 ms
1.564 1.70649 ms
1.5648 1.61818 ms
1.56499 1.54091 ms
1.56513 1.59829 ms
1.56547 1.64851 ms
1.56564 1.56744 ms
1.56645 1.62151 ms
1.56662 1.66882 ms
1.56677 1.58522 ms
1.5671 1.63707 ms
1.56727 1.68243 ms
1.56809 1.72213 ms
1.56826 1.75686 ms
1.5684 1.78725 ms
1.56874 1.68885 ms
1.56893 1.60274 ms
1.56972 1.5274 ms
1.56989 1.46147 ms
1.57003 1.52879 ms
1.5704 1.58769 ms
1.57056 1.63923 ms
1.57136 1.68432 ms
1.57152 1.72378 ms
1.57167 1.63331 ms
1.57203 1.67914 ms
1.5722 1.71925 ms
1.57299 1.62934 ms
1.57316 1.67568 ms
1.57333 1.71622 ms
1.57366 1.62669 ms
1.57386 1.54835 ms
1.57462 1.60481 ms
1.57482 1.52921 ms
1.57496 1.46306 ms
1.57532 1.53017 ms
1.57549 1.5889 ms
1.57628 1.64029 ms
1.57645 1.68525 ms
1.5766 1.7246 ms
1.57696 1.63402 ms
1.57712 1.67977 ms
1.57792 1.5948 ms
1.57809 1.64545 ms
1.57825 1.68976 ms
1.57859 1.72854 ms
1.57876 1.63748 ms
1.57955 1.68279 ms
1.57976 1.59744 ms
1.57989 1.52276 ms
1.58022 1.58241 ms
1.58039 1.63461 ms
1.58121 1.68029 ms
1.58141 1.72025 ms
1.58152 1.75522 ms
1.58186 1.66081 ms
1.58203 1.70321 ms
1.58284 1.61531 ms
1.58308 1.6634 ms
1.58316 1.70547 ms
1.58349 1.74229 ms
1.58369 1.6495 ms
1.58448 1.69331 ms
1.58474 1.60665 ms
1.58479 1.53082 ms
1.58515 1.58946 ms
1.58532 1.64078 ms
1.58611 1.68568 ms
1.5864 1.72497 ms
1.58642 1.75935 ms
1.58679 1.66443 ms
1.58695 1.58138 ms
1.58775 1.5087 ms
1.58806 1.57012 ms
1.58808 1.62385 ms
1.58842 1.67087 ms
1.58861 1.71201 ms
1.58938 1.74801 ms
1.58969 1.65451 ms
1.58972 1.57269 ms
1.59008 1.62611 ms
1.59025 1.67284 ms
1.59104 1.71374 ms
1.59133 1.74952 ms
1.59135 1.78083 ms
1.59171 1.68322 ms
1.59188 1.59782 ms
1.59267 1.52309 ms
1.59299 1.45771 ms
1.59301 1.52549 ms
1.59335 1.5848 ms
1.59354 1.6367 ms
1.59431 1.68212 ms
1.59462 1.72185 ms
1.59464 1.63162 ms
1.59499 1.55267 ms
1.5952 1.60858 ms
1.59597 1.53251 ms
1.59625 1.59094 ms
1.59628 1.64208 ms
1.59664 1.68682 ms
1.59687 1.60096 ms
1.5976 1.65084 ms
1.59789 1.56949 ms
1.59791 1.4983 ms
1.5983 1.56101 ms
1.59851 1.61589 ms
1.59923 1.6639 ms
1.59952 1.70591 ms
1.59955 1.74267 ms
1.59995 1.64984 ms
1.60017 1.69361 ms
1.60087 1.60691 ms
1.60117 1.65604 ms
1.60123 1.69904 ms
1.60161 1.73666 ms
1.60183 1.64457 ms
1.6025 1.689 ms
1.60283 1.60288 ms
1.60289 1.52752 ms
1.60328 1.58658 ms
1.60346 1.63825 ms
1.60417 1.68347 ms
1.60448 1.72304 ms
1.60452 1.75766 ms
1.60493 1.66295 ms
1.6051 1.70508 ms
1.60584 1.61694 ms
1.60613 1.66483 ms
1.60618 1.70672 ms
1.60656 1.74338 ms
1.60673 1.65046 ms
1.60748 1.69415 ms
1.60779 1.60738 ms
1.60784 1.53146 ms
1.6082 1.59002 ms
1.60837 1.64127 ms
1.60911 1.68611 ms
1.60944 1.72535 ms
1.6095 1.75968 ms
1.60983 1.66472 ms
1.61 1.70663 ms
1.61077 1.6183 ms
1.61108 1.66601 ms
1.61115 1.70776 ms
1.61147 1.74429 ms
1.61166 1.65125 ms
1.61242 1.69485 ms
1.61274 1.60799 ms
1.61279 1.53199 ms
1.61312 1.59049 ms
1.61329 1.64168 ms
1.61406 1.68647 ms
1.61437 1.72566 ms
1.61442 1.75995 ms
1.61476 1.66496 ms
1.61495 1.58184 ms
1.61572 1.50911 ms
1.61603 1.57047 ms
1.61608 1.62416 ms
1.6164 1.67114 ms
1.6166 1.71225 ms
1.61735 1.74822 ms
1.61767 1.65469 ms
1.61771 1.57285 ms
1.61805 1.62624 ms
1.61826 1.67296 ms
1.61901 1.71384 ms
1.6193 1.74961 ms
1.61935 1.78091 ms
1.61971 1.6833 ms
1.6199 1.59788 ms
1.62065 1.52315 ms
1.62096 1.45775 ms
1.62101 1.52553 ms
1.62137 1.58484 ms
1.62156 1.63674 ms
1.62228 1.68214 ms
1.62259 1.72188 ms
1.62265 1.63164 ms
1.62303 1.67768 ms
1.62321 1.71797 ms
1.62394 1.62823 ms
1.62423 1.6747 ms
1.62432 1.71536 ms
1.62466 1.62594 ms
1.62488 1.5477 ms
1.62557 1.60423 ms
1.62586 1.5287 ms
1.62598 1.46262 ms
1.62633 1.52979 ms
1.62651 1.58857 ms
1.62721 1.63999 ms
1.6275 1.68499 ms
1.62762 1.72437 ms
1.62798 1.63382 ms
1.62814 1.67959 ms
1.62884 1.59464 ms
1.62913 1.64531 ms
1.62927 1.68965 ms
1.62961 1.72844 ms
1.6298 1.63739 ms
1.63048 1.68271 ms
1.63079 1.59737 ms
1.63093 1.5227 ms
1.63127 1.58236 ms
1.63144 1.63457 ms
1.63211 1.68025 ms
1.63242 1.72022 ms
1.63257 1.75519 ms
1.6329 1.66079 ms
1.63307 1.70319 ms
1.63377 1.61529 ms
1.63406 1.66338 ms
1.63422 1.70546 ms
1.63454 1.74227 ms
1.6347 1.64949 ms
1.6354 1.6933 ms
1.63571 1.60664 ms
1.63586 1.53081 ms
1.63617 1.58946 ms
1.63634 1.64077 ms
1.63704 1.68568 ms
1.63735 1.72497 ms
1.63749 1.75935 ms
1.63781 1.66443 ms
1.63797 1.58137 ms
1.63869 1.5087 ms
1.63898 1.44511 ms
1.63913 1.51447 ms
1.63944 1.57516 ms
1.63963 1.62827 ms
1.64033 1.67473 ms
1.64062 1.71539 ms
1.64076 1.62597 ms
1.6411 1.67272 ms
1.64127 1.71363 ms
1.64196 1.62443 ms
1.64225 1.67137 ms
1.6424 1.71245 ms
1.64273 1.62339 ms
1.6429 1.54547 ms
1.6436 1.60228 ms
1.64389 1.527 ms
1.64405 1.58612 ms
1.64437 1.63786 ms
1.64456 1.68312 ms
1.64523 1.72273 ms
1.64554 1.75739 ms
1.64569 1.66272 ms
1.64602 1.70488 ms
1.64619 1.74177 ms
1.64687 1.64905 ms
1.64718 1.69291 ms
1.64732 1.7313 ms
1.64766 1.63989 ms
1.64783 1.5599 ms
1.64852 1.61491 ms
1.64881 1.53805 ms
1.64898 1.47079 ms
1.64929 1.53694 ms
1.64946 1.59482 ms
1.65016 1.64547 ms
1.65047 1.68979 ms
1.65061 1.72856 ms
1.65093 1.63749 ms
1.65109 1.6828 ms
1.65179 1.59745 ms
1.6521 1.64777 ms
1.65225 1.6918 ms
1.65256 1.73033 ms
1.65273 1.63903 ms
1.65345 1.68415 ms
1.65374 1.59863 ms
1.65388 1.5238 ms
1.65419 1.58333 ms
1.65439 1.63541 ms
1.65508 1.68098 ms
1.65537 1.72086 ms
1.65552 1.75575 ms
1.65585 1.66128 ms
1.65602 1.70362 ms
1.65672 1.61567 ms
1.65701 1.66371 ms
1.65715 1.70575 ms
1.65749 1.74253 ms
1.65766 1.64971 ms
1.65835 1.6935 ms
1.65864 1.60681 ms
1.65881 1.53096 ms
1.65912 1.58959 ms
1.65931 1.64089 ms
1.65999 1.56078 ms
1.6603 1.61568 ms
1.66044 1.66372 ms
1.66078 1.58075 ms
1.66095 1.50816 ms
1.66162 1.56964 ms
1.66193 1.49843 ms
1.66208 1.56113 ms
1.66241 1.61599 ms
1.66258 1.66399 ms
1.66328 1.70599 ms
1.66357 1.74274 ms
1.66374 1.6499 ms
1.66405 1.69366 ms
1.66422 1.73195 ms
1.66491 1.64046 ms
1.66523 1.6854 ms
1.66537 1.72472 ms
1.66568 1.63413 ms
1.66585 1.55487 ms
1.66655 1.61051 ms
1.66686 1.53419 ms
1.667 1.59242 ms
1.66732 1.64336 ms
1.66748 1.68794 ms
1.66821 1.72695 ms
1.66849 1.76108 ms
1.66864 1.66595 ms
1.66895 1.5827 ms
1.66914 1.63486 ms
1.66984 1.55551 ms
1.67013 1.61107 ms
1.67027 1.65968 ms
1.67061 1.70222 ms
1.67078 1.61444 ms
1.67147 1.66264 ms
1.67176 1.57981 ms
1.67191 1.50733 ms
1.67224 1.56891 ms
1.67241 1.6228 ms
1.67311 1.66995 ms
1.6734 1.71121 ms
1.67356 1.7473 ms
1.67388 1.65389 ms
1.67407 1.69715 ms
1.67474 1.61001 ms
1.67505 1.65876 ms
1.6752 1.70141 ms
1.67554 1.73873 ms
1.6757 1.64639 ms
1.67638 1.69059 ms
1.67669 1.60427 ms
1.67683 1.52873 ms
1.67717 1.58764 ms
1.67734 1.63919 ms
1.67803 1.68429 ms
1.67832 1.72375 ms
1.67849 1.75828 ms
1.6788 1.6635 ms
1.67897 1.58056 ms
1.67967 1.50799 ms
1.67998 1.44449 ms
1.68013 1.51393 ms
1.68044 1.57469 ms
1.68061 1.62785 ms
1.6813 1.67437 ms
1.68162 1.71507 ms
1.68176 1.62569 ms
1.68207 1.67248 ms
1.68224 1.71342 ms
1.68296 1.62424 ms
1.68325 1.67121 ms
1.68339 1.71231 ms
1.68371 1.62327 ms
1.6839 1.54536 ms
1.6846 1.60219 ms
1.68488 1.52692 ms
1.68503 1.58605 ms
1.68536 1.63779 ms
1.68553 1.68307 ms
1.68623 1.72268 ms
1.68652 1.75735 ms
1.68666 1.66268 ms
1.687 1.57984 ms
1.68717 1.63236 ms
1.68786 1.55332 ms
1.68815 1.60915 ms
1.68832 1.65801 ms
1.68863 1.70076 ms
1.68883 1.61316 ms
1.6895 1.66152 ms
1.68981 1.57883 ms
1.68995 1.50647 ms
1.69029 1.56816 ms
1.69046 1.62214 ms
1.69113 1.66937 ms
1.69144 1.7107 ms
1.69159 1.74686 ms
1.69193 1.65351 ms
1.69209 1.69682 ms
1.69279 1.60971 ms
1.69308 1.6585 ms
1.69325 1.70119 ms
1.69356 1.73854 ms
1.69373 1.64622 ms
1.69442 1.69044 ms
1.69474 1.60414 ms
1.69488 1.52862 ms
1.69519 1.58754 ms
1.69536 1.6391 ms
1.69606 1.68421 ms
1.69637 1.72368 ms
1.69652 1.75822 ms
1.69683 1.66344 ms
1.697 1.58051 ms
1.69772 1.50795 ms
1.69801 1.56945 ms
1.69815 1.62327 ms
1.69846 1.67036 ms
1.69865 1.71157 ms
1.69935 1.74762 ms
1.69964 1.65417 ms
1.69978 1.5724 ms
1.70012 1.62585 ms
1.70029 1.67262 ms
1.70099 1.58854 ms
1.70127 1.63997 ms
1.70142 1.68497 ms
1.70175 1.59935 ms
1.70192 1.52443 ms
1.70262 1.58388 ms
1.70291 1.51089 ms
1.70308 1.57203 ms
1.70339 1.62553 ms
1.70358 1.67234 ms
1.70425 1.71329 ms
1.70457 1.74913 ms
1.70471 1.65549 ms
1.70505 1.69855 ms
1.70521 1.73623 ms
1.70589 1.6442 ms
1.7062 1.68868 ms
1.70634 1.72759 ms
1.70668 1.63664 ms
1.70685 1.55706 ms
1.70755 1.61243 ms
1.70783 1.53587 ms
1.708 1.59389 ms
1.70831 1.64465 ms
1.70848 1.68907 ms
1.70918 1.72794 ms
1.70949 1.76194 ms
1.70964 1.6667 ms
1.70995 1.58336 ms
1.71012 1.63544 ms
1.71081 1.55601 ms
1.71113 1.61151 ms
1.71127 1.66007 ms
1.71158 1.70256 ms
1.71175 1.61474 ms
1.71247 1.6629 ms
1.71276 1.58003 ms
1.71291 1.50753 ms
1.71322 1.56909 ms
1.71341 1.62295 ms
